TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
edu.osu.cs362.sorting_program,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,1,3,13,42598,1492487722082,0.9210526315789473,11111111111111111111111111111111110001,0.8823529411764706,11111011111111110,1.0,1,0,0,1,1,0.7575757575757576,111111111111111111111011111111111111111111111110111111111111111111110111111111111101111111111111111111111101111111111111111111111111110111111111111111111110100000000000000000000000000000000000000000,1.0,,1.0,11,1.0,11,0.8823529411764706,11111011111111110
